12 5 4
2 -9 11 3
85 -49 83 33
-2 32 43 14
-1 63 63 64
-71 -16 -28 21
8 -11 48 6
46 -49 56 29
8 -10 49 16
7 -11 40 3
-49 -8 -11 18
-4 -10 14 7
-39 -11 -12 44
-12 -12 20 50
-1 31 37 11
2 16 28 9
-1 -8 12 15
3 -9 10 9
10 -13 13 29
64 -38 67 52
-2 -9 13 11
66 -78 76 87
62 -82 78 36
17 -21 23 41
-5 71 65 89
69 -47 67 68
-79 -16 -34 73
-53 -19 -21 41
81 -42 78 43
-11 -11 20 52
-2 76 70 16
-63 -1 57 22
-20 -13 -4 6
-56 -8 49 24553
-12 -9 19 1401
66 -53 68 39051
-3 -8 14 74
8 -32 36 4064
49 -45 56 27937
0 64 63 41525
8 -11 45 4778
-1 -10 12 208
-9 -9 18 1400
1 25 35 10089
-15 -8 21 2575
-66 -15 -23 24341
4 -23 23 1713
-39 -11 -10 3722
5 -10 8
100 15 90
7 21 30 34
9 12 23 3
16 12 23 66
17 12 25 58
10 11 22 6
17 13 28 7
24 5 7 4
13 0 -5 10
22 18 57 4
12 -17 -22 3
17 29 14 32
27 24 80 12
-3 37 57 24
8 18 23 6
4 20 60 33
8 16 21 14
26 54 30 39
26 23 75 34
21 17 49 44
8 16 21 11
0 24 38 5
-7 40 75 69
-7 37 60 51
44 4 9 23
30 7 7 32
-5 48 83 79
17 27 15 4
9 14 28 7
43 11 11 7
33 29 106 35
-4 38 65 11
29 27 97 88
15 11 17 6
-13 60 106 36
8 14 18 19
8 14 17 32
7 17 21 7
-2 35 55 10
63 18 12 12
8 14 31 18
-5 50 82 9
3 22 35 19
23 18 53 5
34 30 114 24
33 28 105 78
17 13 27 45
9 14 16 23
7 17 23 23
5 19 57 37
1 19 17 4
23 19 57 4
48 21 11 38
-4 29 52 31
16 25 14 38
43 10 9 17
11 -7 -15 10
26 56 27 14
11 10 7 11
28 23 80 35
79 27 13 22
23 20 65 40
9 14 31 8
-3 35 58 6
8 17 22 65
10 0 -4 16
18 14 30 31
-3 30 48 5
19 15 37 30
24 51 28 19
10 12 13 41
-8 43 78 52
27 22 74 3
-9 37 61 18
6 21 29 17
-3 37 61 43
94 -7 15 51
14 10 15 71
24 21 60 5
30 26 92 68
2 25 37 35
22 19 55 18
90 14 12 61
-9 49 83 77
24 12 8 21
-2 27 46 38
87 4 11 24
19 45 21 28
20 17 46 3
10 -11 -16 5
8 15 19 11
19 15 35 18
16 -26 -29 22
-3 46 81 76
5 21 30 35
27 63 32 39
2 22 35 3
6 15 39 12
21 17 50 28
17 12 26 7
15 11 17 11
-8 39 69 22112
25 59 29 6888
80 8 15 12198
43 12 10 5097
-9 47 84 11300
30 26 94 23992
-3 34 54 17012
28 24 82 20601
-1 29 48 5237
22 18 54 4662
6 18 51 3092
10 -17 -22 5980
12 -12 -16 1907
7 15 36 3931
2 19 16 577
12 8 5
200 15 190
49 217 101 20
17 130 191 30
49 101 72 3
71 90 198 60
15 130 192 53
68 107 105 3
119 124 165 33
-15 76 31 20
49 113 86 61
54 101 104 22
44 107 104 66
38 102 52 15
34 72 115 39
54 100 100 85
64 97 155 64
36 113 131 24
40 110 118 39
35 112 130 44
29 122 154 3
66 106 103 32
30 97 66 3
52 100 94 27
68 92 190 9
51 143 89 20
39 229 94 54
33 120 149 50
62 96 150 42
26 124 165 20
43 107 106 15
20 123 179 17
43 108 110 3
12 89 42 8
57 100 121 3
113 123 155 70
17 96 45 34
74 93 208 98
14 94 46 8
38 96 72 46
93 115 134 40
49 118 84 5
53 100 95 82
7 91 47 23
31 96 61 22
37 98 70 53
-10 94 42 14
116 123 159 13
37 104 51 30
3 100 45 29
42 108 111 52
-5 94 26 68
50 131 86 5
53 100 97 17
53 148 89 18
14 95 49 3
52 193 91 81
41 100 73 7
46 162 88 19
-15 90 32 83
66 101 167 30
52 137 89 27
50 126 87 46
-9 75 25 14
50 119 86 14
46 101 70 11
28 93 68 10
50 101 78 3
-2 81 29 10
27 97 65 16
48 96 88 9
28 124 159 61
38 99 74 35
48 148 89 9
19 129 185 26
-2 94 38 46
47 127 88 54
134 129 179 73
50 129 85 21
4 96 53 52
120 126 169 18
70 91 189 99
66 106 102 27
42 99 78 48
41 103 49 8
1 81 42 44
23 101 52 13
54 100 100 63
-39 89 28 47
41 81 101 15
48 135 89 12
33 118 143 45
41 97 73 57
72 97 193 54
52 175 91 31
-5 91 49 29
23 129 180 95
40 97 74 30
71 94 196 54
1 97 46 16
30 98 61 11
-8 102 24 79
-19 94 29 29
52 160 90 22
46 102 64 7
-28 83 26 19
11 102 49 6
23 122 164 66
9 89 45 9
1 93 34 24
43 108 108 44
17 127 188 21
-2 80 47 60
55 151 84 38
-20 82 36 13
49 217 105 24
14 96 48 49
-3 88 36 53
10 98 41 35
49 124 86 9
-25 72 25 98
17 94 53 36
41 98 75 36
25 98 67 9
122 125 172 73
42 99 74 54
8 89 50 39
28 93 56 36
39 98 72 16
6 103 47 26
-11 98 14 32
42 199 102 88
60 98 137 16
-16 76 18 58
38 98 73 25
101 118 143 48
132 128 177 31
-5 105 33 43
72 93 199 62
25 70 120 20
75 102 211 36
75 109 112 61
-9 96 31 57
-20 74 19 24
72 101 192 39
2 94 51 55
3 97 42 45
76 97 215 95
51 230 97 87
-12 86 23 80
71 98 188 42
64 95 162 17
51 121 86 11
49 101 77 3
52 132 88 14
36 116 134 23
47 155 85 12
58 99 128 17
11 88 45 39
59 102 128 6
27 118 158 26
60 101 133 15
9 102 50 43
56 98 115 72
49 229 99 97
57 102 119 32
16 58 132 31
47 103 93 82
24 121 169 67
67 100 174 63
41 100 73 14
91 115 131 18
73 100 193 78
53 100 96 38
-13 96 21 71
49 161 92 47
108 121 152 86
70 92 187 28
38 103 58 5
42 110 114 51
67 95 166 76
7 92 50 12
7 88 56 10
64 96 159 10
-8 86 38 27
40 207 99 70
41 102 59 13
50 101 82 9
36 115 136 27
53 101 98 67
63 96 153 38
46 101 71 3
64 94 160 59
68 101 175 20
115 124 163 20
-32 91 16 70
55 152 91 26
41 214 106 71
127 127 172 20
110 121 152 30
48 224 108 30
54 100 101 46
-3 96 33 16183
7 92 49 15373
26 67 121 16287
40 103 53 3493
48 101 71 180
49 101 72 382
68 98 172 10723
45 200 97 29161
-15 85 32 20809
-1 89 34 20745
70 97 186 6979
113 122 159 21312
48 101 69 790
51 147 87 10538
24 124 169 17736
50 100 83
200 15 190
171 372 6 88
182 312 43 71
188 301 32 19
181 306 -5 3
181 299 -42 12
186 301 9 40
187 301 29 70
177 354 -5 8
179 316 -37 3
184 301 -5 20
181 301 -42 3
169 298 -53 3
178 339 -15 42
182 301 -30 4
182 301 -30 20
183 301 -18 20
189 301 51 22
183 301 -24 47
185 301 2 49
177 325 -30 10
174 341 -14 3
182 301 -33 45
150 290 -57 30
190 301 63 23
179 306 -45 24
179 326 -30 13
177 344 -13 27
181 301 -41 5
182 301 -26 27
174 336 -16 19
182 301 -34 5
181 305 -20 40
181 331 -27 39
184 297 -18 17
184 301 -14 25
190 301 56 67
188 301 31 36
176 364 8 73
186 301 10 4
177 318 -34 9
186 301 18 61
179 353 -9 58
189 301 48 67
180 313 -41 16
183 301 -24 18
179 318 -37 22
186 301 15 48
180 303 -48 21
182 301 -37 3
186 301 21 34
190 301 61 68
182 311 35 42
182 301 -30 42
180 305 -46 45
181 308 10 15
181 308 9 58
187 301 27 76
175 327 -24 4
189 301 52 74
175 366 10 24
181 313 54 32
185 301 1 39
179 328 -28 13
181 301 -39 33
182 313 46 62
190 301 56 27
189 301 42 39
181 313 48 99
166 363 1 37
177 333 -20 37
189 301 57 24
189 301 50 47
178 313 -40 17
187 301 27 54
183 301 -26 27
182 301 -33 5
188 301 35 33
182 310 26 63
186 301 18 28
181 301 -39 26
181 301 -43 7
186 301 6 8
181 307 1 29
189 301 42 83
179 335 -23 9
188 301 42 75
173 337 -21 24
181 304 -24 9
179 337 -21 18
190 301 55 71
183 296 -18 24
179 312 -41 22
183 301 -25 15
181 312 36 46
181 308 9 24
176 338 -19 19
172 365 0 12
181 301 -40 80
187 301 27 12
183 301 -27 31
182 301 -30 36
188 301 31 29
178 312 -41 32
181 301 -42 7
187 301 19 7
182 301 -35 15
190 301 61 89
181 314 58 70
190 301 59 47
181 311 32 24
180 305 -46 45
182 301 -36 38
178 353 -9 7
186 301 8 55
181 302 -36 6
181 304 -27 55
186 301 7 49
190 301 57 18
180 310 -43 40
190 301 59 63
181 301 -39 30
190 301 59 70
181 301 -41 4
190 301 57 19
189 301 43 36
181 301 -46 11
179 311 -41 28
182 301 -33 6
181 302 -36 60
177 318 -33 23
177 325 -31 26
184 301 -12 7
182 301 -36 14
153 295 -61 6
148 293 -58 32
182 314 55 50
176 330 -24 10
181 318 -36 3
186 301 18 18
187 301 22 26
173 348 -8 38
172 366 6 64
186 301 15 15
181 307 3 4
170 372 6 20
175 358 -5 16
184 301 -8 41
169 350 -5 42
187 301 27 6
171 360 0 24
183 296 -21 30
182 314 51 24
179 309 -44 50
182 333 -26 20
179 311 -41 3
182 311 33 10
186 301 19 41
182 310 26 20
190 301 55 79
187 301 24 30
181 301 -41 3
176 334 -20 10
187 301 25 57
172 335 -17 46
180 308 -44 5
187 301 19 45
188 301 38 17
182 301 -30 67
169 359 -3 49
185 301 3 25
182 296 -20 7
181 307 1 8
183 301 -21 24
185 301 1 38
185 301 3 41
182 301 -30 28
182 299 -34 17
182 301 -36 73
183 301 -24 11
170 355 -5 44
184 301 -4 3
174 354 -6 39
185 301 9 50
187 301 24 23
176 348 -12 18
182 301 -30 6
187 301 30 57
181 302 -41 16
186 301 13 46
191 301 65 33
183 301 -26 5
178 329 -27 23
184 301 -7 12
190 301 54 30
179 342 -14 5
187 301 27 18
150 296 -58 16
189 301 55 78
190 301 55 20
181 301 -43 4
187 301 23 6752
188 301 32 10641
172 358 -1 12808
189 301 44 10517
152 292 -59 2029
175 348 -9 5622
189 301 46 15264
182 311 34 26682
186 301 17 3396
181 301 -41 470
180 325 -30 4423
182 301 -30 276
182 301 -33 454
183 297 -25 2600
175 329 -24 8583
180 300 -51
100 15 99
18 14 2 3
-38 -43 25 10
15 13 0 5
25 -6 31 3
48 8 -46 63
3 -58 40 47
2 -16 10 24
-17 -65 24 35
7 -27 23 4
-21 -38 14 12
-43 -47 29 60
27 -6 33 8
-52 -67 29 12
1 -21 18 3
56 12 -44 24
-4 -23 12 16
30 33 -11 50
33 -5 37 8
25 -1 -13 61
5 -31 27 5
14 6 2 40
-3 -21 12 67
10 -56 38 18
58 12 -68 78
13 5 3 37
7 -56 41 9
1 -16 10 3
-13 -37 17 17
0 -29 25 25
33 2 -22 33
21 25 -1 5
-42 -45 28 39
48 -2 54 27
50 68 -12 38
18 -7 22 21
16 -39 29 34
5 -15 13 12
-9 -52 10 33
3 -26 23 20
15 9 4 48
-21 -42 19 11
-3 -41 35 8
8 -26 20 18
-54 -62 34 64
15 -8 20 5
4 -11 9 7
5 -40 30 7
7 -36 27 5
15 -34 28 15
-22 -53 20 7
22 -7 27 27
50 -1 58 23
11 -56 40 46
1 -19 9 18
15 9 3 3
-50 -55 31 16
-36 -76 27 33
9 -22 17 32
-13 -42 14 16
26 26 -3 36
2 -9 -42 74
21 -53 -38 46
0 -29 57 86
-18 -7 -32 66
22 -72 -26 37
-70 -43 -9 9
-52 17 -37 5
16 10 25 93
3 -12 13 54
7 -40 2 5
-37 9 -65 53
39 30 -4 41
-39 7 -25 78
-1 -12 3 70
6 -10 -86 36
-10 44 17 25
11 22 -83 92
4 -11 -1 95
-67 21 37 15
-17 -54 -65 72
35 -39 56 84
16 49 28 19
40 -63 -24 41
10 31 22 15
4 -5 -5 54
6 -9 -10 26
8 -17 91 5
43 64 -19 79
5 -10 10 98
-58 -41 -53 11
-76 2 -1 70
37 -22 -29 46
24 -36 40 82
78 -46 30 66
89 3 25 78
22 -3 56 42
-38 -1 73 37
-12 -70 -17 29
-1 -13 6 65
8 -6 12 33
38 53 -14 28043
-52 -73 33 14393
14 -55 40 16413
-15 -41 17 3231
-12 -41 11 3640
-21 -49 18 5183
62 14 -60 24734
3 -62 49 10953
-1 -16 10 57
21 19 1 5898
42 -3 48 15380
-5 -20 12 464
2 -35 29 1759
-2 -38 31 5512
28 -5 33 1573
5 -10 8
100 15 90
39 -67 24 52
36 1 6 29
26 10 8 39
27 10 -58 23
17 9 6 25
39 9 -58 36
75 -6 6 41
13 9 6 3
37 -46 20 34
15 9 8 3
31 9 -31 32
32 11 7 8
58 15 10 16
43 13 9 19
13 9 6 3
82 18 16 44
25 10 19 4
90 20 20 65
41 12 -56 55
-5 1 -3 19
29 11 21 16
45 13 12 29
56 -62 17 34
11 7 57 15
-43 -2 77 37
-6 -1 32 30
-26 -11 60 19
29 -49 20 32
89 -76 24 67
47 -14 10 17
-12 3 39 18
28 -29 16 30
37 12 30 22
46 14 38 16
-16 -3 45 19
-31 -1 60 10
91 -12 3 24
36 12 -48 29
11 7 54 34
54 -96 26 41
50 -64 -39 70
14 -5 -74 68
30 23 -11 61
16 -33 60 85
-1 -22 -47 60
12 10 8 30
-12 -79 2 5
-49 15 -23 51
-5 9 -12 62
-12 9 6 80
51 49 -69 93
-3 5 55 64
42 3 38 16
-5 13 -14 42
22 16 -68 13
5 -9 -39 47
8 5 -18 19
10 -6 12 24
12 10 7 19
2 -3 50 96
57 21 -55 48
10 8 1 7
17 4 -12 73
-3 25 -85 7
19 11 5 8
-8 -12 47 58
2 12 -38 15
90 -13 -20 96
27 35 -2 93
27 9 3 95
14 -23 -80 97
0 -6 44 21
13 5 6 73
10 9 18 28
-10 -8 32 75
-1 16 -6 29
-58 43 51 39
35 -15 43 94
20 7 -48 19
11 18 4 25
16 5 -3 39
3 11 60 53
13 8 9 93
-1 -13 -14 43
-1 -5 -32 25
35 -16 11 14
-1 16 23 47
23 -18 -54 81
22 -13 18 76
-15 13 90 31
5 8 18 42
15 7 7 17
5 2 46 22
8 49 42 22
48 5 43 82
41 44 -28 75
13 13 20 77
-57 4 65 9
-12 15 72 66
21 9 48 5
85 19 17 25601
42 13 9 2795
39 12 31 4138
25 10 18 645
51 14 11 6015
35 12 -63 20991
57 -67 21 35839
17 9 10 107
-29 -6 62 25148
16 9 10 119
76 -18 8 14497
18 7 36 673
38 9 -48 18637
10 7 65 15473
-55 -30 -33 17701
12 8 5
200 15 190
162 85 113 24
9 91 106 4
52 103 135 35
107 62 62 24
9 92 82 17
72 98 91 19
130 96 110 7
15 89 84 8
49 97 85 7
61 108 111 30
65 110 110 29
77 56 66 24
52 104 149 46
104 63 62 37
14 93 101 4
91 130 191 40
145 87 116 96
51 101 95 21
163 88 114 72
78 101 91 15
109 123 84 46
84 125 176 34
65 109 109 7
128 90 104 20
69 115 136 26
-12 84 114 49
68 69 70 14
-1 91 88 22
88 131 185 22
51 101 100 3
64 91 78 32
4 84 87 25
168 111 110 41
108 124 79 61
38 94 85 13
84 125 175 50
-35 99 125 71
47 94 87 8
-43 91 135 38
58 99 86 25
72 78 74 3
60 99 86 19
93 94 98 35
39 96 83 7
17 97 100 8
61 109 113 26
18 82 82 29
20 95 101 6
51 102 109 27
109 62 62 62
134 81 104 29
57 103 84 14
39 99 84 25
56 95 81 56
51 102 111 43
69 116 133 17
44 84 91 13
29 89 84 6
70 97 89 11
52 103 129 34
154 89 109 90
31 92 85 19
168 102 113 60
52 106 169 66
48 89 89 5
106 122 78 58
24 91 86 22
82 125 170 58
-34 78 123 68
39 94 85 10
71 103 89 13
46 86 90 5
68 96 89 50
32 92 83 12
54 102 89 22
74 104 92 15
41 99 87 7
84 66 66 29
95 51 57 53
21 92 99 21
72 117 140 44
52 105 163 28
73 118 145 28
76 121 150 55
86 54 58 12
51 102 109 15
41 87 92 5
100 51 65 71
97 119 85 38
79 124 161 39
52 106 173 53
77 69 70 27
41 100 88 3
39 94 83 3
16 93 85 31
72 116 138 4
72 76 74 14
57 94 80 11
7 90 86 16
87 58 63 53
140 97 106 87
101 87 101 48
92 117 81 37
90 65 65 17
52 105 151 3
110 125 86 64
42 84 94 12
45 98 84 18
10 81 84 43
41 81 93 8
92 65 69 31
19 92 87 22
62 105 82 30
57 106 102 51
60 107 101 6
4 92 83 42
61 81 78 15
43 76 96 4
121 91 99 58
82 125 168 24
55 104 95 26
100 42 54 26
48 93 87 3
53 105 169 28
-18 91 117 65
151 83 115 77
11 90 104 6
63 96 88 61
80 123 163 41
60 100 86 35
92 73 71 34
93 36 54 45
112 124 86 29
16 91 101 4
24 92 83 12
112 58 62 68
89 88 97 27
56 104 93 6
51 101 94 49
151 106 117 39
83 104 95 21
99 90 97 18
72 84 73 9
-44 97 133 37
83 37 60 55
67 101 88 3
-2 97 108 44
33 96 84 3
-20 97 122 41
65 98 87 36
-18 63 109 85
63 34 128 37
53 123 62 6
50 96 1 79
0 162 54 47
52 90 152 45
11 125 144 43
49 99 78 85
22 79 66 53
40 92 66 38
10 61 113 45
38 55 91 76
42 116 61 87
14 120 67 86
49 104 85 60
60 102 24 23
51 103 78 44
52 144 132 90
54 101 77 41
52 101 80 42
36 61 44 59
22 101 58 36
91 75 154 38
51 100 94 93
46 160 27 6
81 191 81 38
45 72 2 26
52 100 79 35
63 136 51 93
-13 141 42 96
86 134 1 86
46 97 -12 56
45 97 72 57
55 117 79 98
53 103 86 66
58 95 156 16
-5 119 102 99
43 125 27 87
-22 124 48 32
52 96 63 29
48 95 15 63
76 101 23 86
0 64 80 90
33 123 6 48
49 107 101 99
104 123 72 96
56 107 69 43
56 101 78 55
78 11 53 49
56 99 169 37
52 105 157 19677
82 125 168 33347
65 110 108 4102
52 99 84 5
-27 88 122 8496
40 78 96 1552
41 85 93 1366
36 100 90 808
140 91 109 30223
100 120 83 15379
93 52 62 23402
11 87 85 3769
83 103 93 5706
13 88 84 4840
22 90 85 4123
50 100 83
200 15 190
223 320 -24 34
140 314 -100 59
151 330 -12 45
184 290 -49 7
225 321 -24 18
123 316 -122 33
197 308 -41 9
137 344 2 3
132 359 14 41
208 318 -102 31
154 262 -16 50
193 307 -43 25
167 260 -22 48
154 246 -9 47
245 332 -12 51
174 291 -42 11
243 329 -16 27
164 316 -30 24
153 317 -89 33
210 314 -35 29
152 311 -82 40
140 320 -113 18
155 259 -19 32
134 345 8 31
168 294 -30 4
178 299 -46 9
123 353 14 88
159 309 -72 49
174 310 -41 3
226 322 -25 9
139 321 -109 12
143 335 -9 41
114 326 -126 21
226 331 -117 48
169 315 -34 35
221 328 -120 50
172 286 -39 26
175 286 -40 21
220 320 -29 44
214 322 -117 44
170 305 -63 5
152 234 -3 20
135 354 13 8
175 293 -45 19
128 318 -116 80
220 328 -102 8
152 312 -83 37
154 333 -14 52
139 354 7 71
210 320 -89 27
174 281 -38 3
216 324 -122 38
138 324 -121 43
115 329 -107 72
191 305 -45 10
148 316 -79 33
185 286 -50 8
175 302 -56 25
208 313 -36 30
156 334 -14 47
154 335 -15 50
126 328 -119 20
151 337 -14 46
217 317 -30 43
121 369 24 30
211 321 -90 21
228 323 -21 4
123 329 -114 80
232 335 -117 25
232 326 -23 55
131 314 -122 34
157 312 -78 15
184 302 -49 12
176 303 -57 52
124 317 -111 83
125 321 -123 31
167 293 -28 8
243 330 -15 69
110 336 -116 86
187 288 -48 3
198 309 -39 3
243 329 -17 21
211 320 -100 60
130 317 -101 60
191 284 -48 6
168 305 -64 59
120 318 -103 45
162 273 -28 25
243 330 -17 24
140 347 1 49
227 330 -120 24
156 264 -18 15
203 315 -85 33
240 329 -16 61
166 259 -19 39
123 323 -111 74
171 285 -38 17
229 324 -22 9
162 319 -28 10
169 305 -67 49
174 286 -42 21
141 314 -90 52
223 321 -23 32
197 311 -71 16
162 307 -69 46
214 322 -93 10
159 269 -22 19
173 303 -58 32
169 252 -19 57
127 365 15 18
187 292 -49 3
196 308 -41 17
142 311 -97 31
154 329 -15 34
112 322 -110 74
153 257 -15 28
204 312 -38 28
134 324 -108 11
189 305 -45 17
160 258 -15 16
175 285 -40 51
129 331 -114 44
175 298 -41 12
239 329 -17 17
203 315 -86 29
195 307 -43 17
185 303 -48 17
178 303 -48 3
199 309 -41 21
221 329 -105 61
164 308 -74 58
111 362 24 36
230 323 -20 49
140 322 -102 11
132 312 -100 45
202 316 -88 6
161 255 -17 14
152 308 -80 42
162 266 -24 40
134 360 18 51
202 311 -39 20
110 321 -138 43
132 324 -122 64
186 303 -47 53
162 225 3 28
191 307 -63 17
149 315 -82 6
218 324 -109 53
156 257 -20 10
154 311 -75 26
208 314 -35 11
205 317 -93 40
109 320 -133 89
178 298 -48 18
143 336 -8 21
199 312 -81 7
171 310 -39 8
141 318 -94 52
103 330 -119 54
135 319 -101 43
166 321 -28 3
173 308 -42 47
164 235 -8 62
160 271 -26 38
170 304 -62 3
178 298 -48 32
157 324 -24 15
174 297 -39 12
172 311 -39 23
173 312 -39 14
170 276 -33 24
170 309 -40 24
225 328 -106 46
130 366 19 18
148 312 -82 12
173 305 -59 6
176 287 -41 5
158 248 -8 42
107 341 -120 73
157 262 -17 46
182 301 -51 23
198 327 -97 47
181 302 -48 42
224 352 -90 88
174 273 -28 70
150 376 -64 24
190 269 -101 83
213 308 -78 68
180 303 -52 10
198 310 -97 91
181 303 -98 38
188 297 -77 85
160 336 -62 44
169 302 -14 93
153 291 -28 90
228 262 -56 70
182 298 -67 68
220 243 -92 14
184 299 -61 67
160 301 41 16
156 245 -9 10257
133 352 9 23512
120 326 -116 21012
158 327 -20 2763
135 318 -105 3500
178 303 -47 87
170 293 -31 1261
164 266 -24 5981
189 287 -48 494
177 304 -46 24
232 325 -20 8028
178 303 -48 98
203 312 -38 4407
216 324 -106 19099
165 270 -29 3999
180 300 -51
100 15 50
-47 -102 69 5
-35 -122 0 62
-47 -116 90 36
-46 -102 62 14
-42 -111 87 7
-30 -124 8 13
-10 -169 124 26
-41 -105 49 32
-41 -107 38 29
-37 -144 106 48
-35 -108 37 39
-42 -103 64 15
-47 -101 74 3
-47 -102 69 37
67 -127 62 54
-46 -105 63 7
-33 -109 50 25
-25 -113 76 50
20 -117 71 30
-49 -100 81 3
-39 -115 28 5
-48 -101 70 5
-41 -114 11 47
-39 -110 54 28
-47 -101 69 18
-46 -103 51 14
-41 -111 -19 63
-42 -159 116 18
-30 -111 78 55
60 -133 67 60
-30 -179 128 34
-28 -125 -3 53
-51 -98 78 4
-49 -100 78 3
-33 -127 98 17
-45 -107 49 34
-37 -121 12 64
-35 -116 -2 58
-35 -135 9 21
-18 -155 120 48
-42 -116 24 47
-41 -101 44 12
-47 -104 66 13
-1 -144 80 52
-47 -101 73 6
23 -117 73 30
-38 -115 20 35
-46 -100 70 13
-32 -134 6 40
-45 -107 85 3
45 -138 75 77
-23 -182 132 35
-31 -112 77 15
4 -141 71 37
-44 -103 67 4
-24 -165 123 11
-20 -125 -15 90
-16 -180 133 77
-49 -105 84 3
-47 -107 85 67
-33 -126 101 43
-36 -165 124 65
-45 -107 56 10
-47 -101 71 9
38 -181 69 48
-34 -120 5 58
-36 -165 122 12
-35 -107 80 35
-39 -108 8 15
34 -145 77 17
-47 -101 74 3
-42 -106 52 12
-48 -103 73 17
-45 -105 59 10
-42 -116 23 49
-3 -175 138 50
-47 -102 70 9
54 -140 67 28
-44 -106 19 41
-42 -106 24 13
-39 -121 18 6
-42 -106 56 8
-48 -101 74 3
-36 -186 128 24
-32 -175 128 43
-42 -108 54 32
-7 -175 136 46
-32 -114 23 9
50 -132 80 40
-47 -101 74 3
-41 -109 41 20
-49 -101 70 64
-41 -112 88 6
12 -145 73 44
-22 -116 79 5
-16 -170 131 66
-3 -179 130 79
-33 -113 -4 56
-46 -105 67 33
-37 -111 26 6
-33 -121 12 4334
-37 -110 46 5546
-39 -105 48 4916
-47 -102 70 166
-37 -116 2 25342
-53 -98 74 60
-37 -119 92 3281
-50 -99 80 5
-46 -102 71 211
-42 -105 59 955
-37 -116 16 18829
-50 -99 79 6
-26 -167 123 10072
-49 -105 84 55
35 -147 73 13473
-50 -100 80
100 15 50
76 82 149 16
120 80 60 34
118 82 58 8
119 80 89 25
122 79 168 51
91 51 -11 57
106 82 82 16
111 76 59 10
112 82 70 20
103 71 68 19
97 20 5 71
151 80 140 50
101 54 2 29
120 80 70 21
106 91 55 9
119 80 87 6
97 86 105 31
121 80 91 29
121 80 90 42
125 80 63 11
135 78 94 3
121 80 107 32
132 76 86 8
131 104 60 6
122 7 25 29
130 86 -13 51
118 80 99 24
118 80 104 16
118 80 104 27
119 80 92 10
121 80 96 29
119 80 92 4
119 81 53 4
130 78 77 4
119 81 54 22
125 80 63 46
147 134 70 51
142 123 66 29
116 64 38 19
103 46 12 37
102 74 68 6
122 79 148 23
104 75 63 15
118 80 107 46
158 154 79 7
118 79 105 16
132 103 58 57
106 61 6 12
170 178 87 57
118 80 98 26
122 79 163 33
110 84 78 3
106 82 84 35
128 96 56 43
120 80 59 6
132 79 86 3
123 82 16 3
124 82 -52 88
171 175 87 61
149 141 68 29
158 152 82 43
147 66 134 49
128 96 56 62
111 86 80 10
125 83 -23 72
158 161 75 50
110 34 7 10
108 77 61 7
140 70 111 7
106 83 85 39
80 86 147 89
120 80 59 21
119 80 52 7
113 87 78 25
94 26 -13 56
120 80 56 33
149 67 142 71
128 84 -8 29
122 79 161 24
78 90 153 30
140 75 110 44
130 86 -30 54
121 80 102 6
101 45 14 30
90 88 122 67
103 38 6 28
126 78 69 27
120 66 43 35
119 80 -13 57
109 88 53 13
131 76 82 26
118 79 13 49
145 70 130 59
121 3 17 22
84 82 129 19
121 80 64 26
122 79 134 34
113 32 34 24
119 62 44 44
116 84 68 7
104 28 2 29083
121 79 146 43920
120 20 23 8476
118 80 95 10453
81 86 141 28834
106 76 62 1278
109 83 78 4859
123 82 -40 9462
146 74 125 20289
106 73 64 1223
110 82 75 3191
114 85 74 3337
108 88 54 129
162 165 82 46762
102 56 -2 9499
120 80 50
200 15 100
68 95 127 32
70 73 109 17
87 34 133 40
100 29 143 43
72 84 102 32
84 84 175 47
120 32 151 97
96 55 124 17
85 79 112 20
59 91 93 53
74 81 155 8
129 6 161 40
51 99 -7 32
85 81 180 43
69 86 99 24
62 93 94 43
-3 108 54 5
84 79 115 12
66 89 97 23
75 69 114 5
96 73 120 41
60 98 106 20
116 5 158 90
55 97 95 19
130 55 148 84
-13 118 49 67
76 80 108 15
70 69 115 34
-29 124 53 24
58 80 98 6
75 86 153 35
89 85 185 96
-42 118 35 24
52 98 16 48
76 73 111 45
62 84 99 35
93 40 131 41
107 47 142 73
63 87 95 27
99 52 135 44
-31 123 42 17
99 10 150 52
119 35 149 31
64 93 120 45
64 90 123 23
-39 129 29 62
53 96 -1 61
42 102 80 59
120 14 160 34
76 86 148 11
93 70 116 19
83 80 112 41
55 93 89 45
77 86 155 16
61 90 93 11
60 94 92 9
70 88 138 40
121 37 142 36
76 76 111 35
76 70 109 6
57 88 94 38
79 76 175 14
66 84 99 19
75 89 147 69
88 72 118 22
105 65 136 59
109 73 126 24
122 55 138 28
66 67 109 6
105 10 156 28
72 86 104 26
-34 114 43 39
79 85 164 12
76 80 159 73
66 74 105 14
82 82 166 28
101 -4 166 64
11 102 60 26
91 61 121 61
89 80 181 36
64 93 120 33
60 90 93 3
56 96 89 15
63 97 114 34
55 96 89 38
99 58 126 21
75 64 115 12
111 54 131 49
5 103 62 31
59 95 92 57
84 90 167 88
90 81 118 22
130 52 153 71
63 90 94 11
70 87 136 31
72 71 111 30
83 80 109 17
50 101 53 9
57 97 89 28
70 69 111 24
82 77 110 10
69 92 128 47
111 61 140 24
65 85 99 18
81 85 160 67
69 92 97 16
54 98 93 49
59 94 91 15
58 94 106 55
90 40 138 38
73 65 110 59
92 54 128 24
112 57 141 81
82 92 156 46
89 78 183 59
